90	42	43	20.87974371	82.00274423	6.502985292	202.9355362	rice
85	58	41	21.77046169	80.31964408	7.038096361	226.6555374	rice
60	55	44	23.00445915	82.3207629	7.840207144	263.9642476	rice
74	35	40	26.49109635	80.15836264	6.980400905	242.8640342	rice
78	48	22	23.08974909	63.10459626	5.588650585	70.43473609	maize
87	54	20	25.61707368	63.4711755	6.576418207	108.8303762	maize
87	35	25	21.44526922	63.1621551	6.178056304	65.88951188	maize
25	78	76	17.48042641	15.7559405	7.228963452	66.96980581	chickpea
31	70	77	20.88818675	14.32313811	6.492546046	90.46228334	chickpea
26	80	83	17.08498521	16.14565756	7.528599957	71.31007253	chickpea
37	72	18	18.87614998	24.54038287	5.724242065	105.4120514	kidneybeans
40	73	20	21.59343016	20.31871249	5.811314232	61.13872036	kidneybeans
9	77	17	20.12373284	24.45202552	5.783425416	106.158201	kidneybeans
40	62	19	27.32198928	34.13737127	4.697750704	96.51524028	pigeonpeas
18	58	16	21.47607807	38.80023714	4.962661422	180.382234	pigeonpeas
3	68	16	18.31910448	34.69776639	4.964887857	107.4721605	pigeonpeas
26	67	24	36.97794384	37.73992903	5.642813116	161.4812963	pigeonpeas
16	70	20	24.80467592	40.1242747	5.6093956	121.5639121	pigeonpeas
11	45	19	28.70012137	44.359648	3.828031463	44.11622138	mothbeans
6	36	22	24.21610338	59.79236306	8.869532817	42.24783476	mothbeans
17	57	20	28.50677929	45.20094476	3.793575185	66.1761456	mothbeans
27	40	24	27.84026517	89.99615558	7.063022095	52.84626009	mungbean
35	48	15	27.10818093	87.4512669	6.981758362	55.03723979	mungbean
4	59	25	27.68515114	81.94268594	6.227134139	54.62243308	mungbean
20	68	17	30.11873003	60.11680815	6.578714843	71.72980375	blackgram
43	68	20	29.57812712	66.17587668	7.497469256	69.43895491	blackgram
44	76	22	27.26458947	68.01232937	7.775306272	68.91754359	blackgram
28	58	25	27.4818649	62.04814951	6.861640036	37.81123974	lentil
5	65	19	18.28072173	68.10365387	6.978361689	48.80253285	lentil
16	65	19	27.61204997	69.29786244	7.043160241	42.72374404	lentil
37	11	36	24.24779615	85.56033312	6.710143266	106.9216033	pomegranate
9	25	41	24.81530144	91.90842992	5.972714857	109.2853418	pomegranate
29	22	43	19.66329768	87.95158129	5.561851831	106.0380805	pomegranate
80	71	47	27.50527651	80.79783998	6.156373499	105.0776992	banana
114	79	51	26.21009246	82.34429458	6.313197204	112.0700033	banana
88	78	45	29.10403455	79.19588629	6.324270089	92.07835761	banana
33	29	34	31.40948821	49.21729127	6.832979509	92.99739415	mango
12	31	26	35.7877738	51.94190321	5.395275719	100.2160615	mango
12	34	28	33.36140093	45.02236377	6.13526938	98.81596545	mango
26	135	203	33.78372897	81.16314317	5.685102769	74.53557341	grapes
7	126	203	16.76201707	82.00335557	5.662140095	73.28712806	grapes
32	139	198	35.89307536	82.66850729	6.358186848	66.53946559	grapes
102	28	54	25.15623099	80.27525115	6.862157042	55.49541453	watermelon
98	25	52	25.2801372	83.15393658	6.224066378	49.29456609	watermelon
97	25	50	26.22005978	80.90127035	6.093814669	49.08553937	watermelon
107	22	54	27.99611732	90.84660317	6.630301421	21.61893763	muskmelon
80	18	52	27.87317436	91.14849627	6.484799661	24.05207925	muskmelon
86	18	45	28.96586565	90.71832938	6.566759102	22.25838137	muskmelon
28	136	200	23.06204373	92.39544055	6.245858905	114.7399101	apple
2	131	199	22.47420512	91.22759742	6.017370134	124.2179699	apple
2	140	197	22.69780133	92.82223419	5.53456749	105.0508234	apple
10	5	5	21.21306973	91.35349216	7.817846496	112.9834361	orange
1	17	6	10.78689755	91.38411917	6.8198271	117.5293447	orange
1	30	10	11.89925671	91.34663797	7.291405641	103.5771468	orange
40	49	47	42.93368602	91.1756748	6.501521192	246.3613268	papaya
42	53	48	23.11407669	94.31994776	6.758479569	231.5153161	papaya
49	55	51	24.87212063	93.90560147	6.676578778	135.1694525	papaya
11	6	25	28.69164799	96.65248672	6.081568052	178.9635457	coconut
16	14	30	29.70931288	96.30484325	6.37466756	209.8453993	coconut
33	14	35	27.14865285	96.66355213	6.027707171	149.2433497	coconut
133	57	19	23.54234715	75.98203329	7.947011366	84.12536744	cotton
129	47	20	24.41212325	80.80343786	6.281913858	98.60457373	cotton
116	52	19	22.94276687	75.37170612	6.114525877	67.08022574	cotton
